OPE ID,School,Total Allocation ($),Minimum Allocation to be Awarded for Emergency Financial Aid Grants to Students ($),Address,Type,Student population,Undergraduate students,Graduation Rate,Transfer-Out Rate
115300,"California State University, Northridge","44,652,328.00","22,326,164.00","18111 Nordhoff St, Northridge, California 91330","4-year, Public",39910.0,34799.0,55%,6%
113900,"California State University, Long Beach","41,729,439.00","20,864,720.00","1250 Bellflower Blvd, Long Beach, California 90840-0115","4-year, Public",38674.0,33054.0,74%,2%
113700,"California State University, Fullerton","41,021,512.00","20,510,756.00","800 N State College Blvd, Fullerton, California 92831-3599","4-year, Public",40445.0,35335.0,69%,2%
114000,"California State University, Los Angeles","37,914,166.00","18,957,083.00","5151 State University Dr, Los Angeles, California 90032-8506","4-year, Public",26671.0,22797.0,52%,2%
131400,"University Of California, Irvine","36,731,629.00","18,365,815.00","501 Aldrich Hall, Irvine, California 92697","4-year, Public",36908.0,30382.0,84%,9%
131500,"University Of California, Los Angeles","35,906,870.00","17,953,435.00","405 Hilgard Ave, Los Angeles, California 90095-1405","4-year, Public",44371.0,31543.0,92%,4%
115000,California State University - Sacramento,"35,734,362.00","17,867,181.00","6000 J St, Sacramento, California 95819-2694","4-year, Public",31992.0,28819.0,55%,3%
131700,"University Of California, San Diego","34,889,769.00","17,444,885.00","9500 Gilman Dr, La Jolla, California 92093","4-year, Public",38736.0,30794.0,87%,
131300,"University Of California, Davis","33,871,763.00","16,935,882.00","One Shields Avenue, Davis, California 95616-8678","4-year, Public",38634.0,30982.0,87%,
114700,"California State University, Fresno","32,802,107.00","16,401,054.00","5241 N Maple Ave, Fresno, California 93740","4-year, Public",24298.0,21541.0,56%,2%
114400,"California State Polytechnic University, Pomona","30,904,089.00","15,452,045.00","3801 W Temple Avenue, Pomona, California 91768","4-year, Public",28058.0,26454.0,69%,2%
131200,"University Of California, Berkeley","30,440,627.00","15,220,314.00","200 California Hall, Berkeley, California 94720","4-year, Public",43185.0,31348.0,93%,
131600,"University Of California, Riverside","29,734,626.00","14,867,313.00","900 University Ave, Riverside, California 92521","4-year, Public",25547.0,22055.0,76%,15%
115100,San Diego State University,"29,394,934.00","14,697,467.00","5500 Campanile Dr, San Diego, California 92182-0001","4-year, Public",35544.0,30848.0,73%,3%
115500,San Jose State University,"28,769,546.00","14,384,773.00","One Washington Square, San Jose, California 95192-0001","4-year, Public",36085.0,27905.0,64%,4%
115400,San Francisco State University,"28,725,948.00","14,362,974.00","1600 Holloway Ave, San Francisco, California 94132","4-year, Public",29032.0,25924.0,57%,6%
114200,"California State University, San Bernardino","26,243,781.00","13,121,891.00","5500 University Parkway, San Bernardino, California 92407-2393","4-year, Public",20638.0,18282.0,55%,1%
132000,"University Of California, Santa Barbara","25,204,196.00","12,602,098.00","5221 Cheadle Hall, Santa Barbara, California 93106","4-year, Public",26314.0,23349.0,83%,
114600,"California State University, Chico","19,959,391.00","9,979,696.00","First and Normal Sts, Chico, California 95929-0150","4-year, Public",17110.0,16164.0,67%,4%
132100,"University Of California, Santa Cruz","19,327,201.00","9,663,601.00","1156 High St, Santa Cruz, California 95064-1011","4-year, Public",19494.0,17517.0,75%,5%
132800,University Of Southern California,"19,278,560.00","9,639,280.00","University Park, Los Angeles, California 90089","4-year, Private not-for-profit",48321.0,20351.0,92%,
114100,"California State University, Dominguez Hills","18,481,277.00","9,240,639.00","1000 E Victoria St, Carson, California 90747-0005","4-year, Public",17977.0,15365.0,44%,3%
124500,Mount San Antonio College,"17,457,959.00","8,728,980.00","1100 N Grand Ave, Walnut, California 91789-1399","2-year, Public",29799.0,29799.0,36%,6%
3011300,"California State University, San Marcos","15,963,036.00","7,981,518.00","333 S Twin Oaks Valley Rd, San Marcos, California 92096-0001","4-year, Public",16053.0,14837.0,54%,4%
126100,Pasadena City College,"15,230,050.00","7,615,025.00","1570 E Colorado Blvd., Pasadena, California 91106-2003","2-year, Public",26971.0,26971.0,37%,8%
2559300,United Education Institute,"14,992,982.00","7,496,491.00","6055 Pacific Boulevard, Huntington Park, California 90255","< 2-year, Private for-profit",921.0,921.0,60%,
121900,Long Beach City College,"14,663,058.00","7,331,529.00","4901 E. Carson St., Long Beach, California 90808-1706","2-year, Public",24127.0,24127.0,20%,11%
113800,"California State University, East Bay","14,617,347.00","7,308,674.00","25800 Carlos Bee Blvd, Hayward, California 94542","4-year, Public",16064.0,13202.0,50%,4%
114300,California Polytechnic State University,"14,095,976.00","7,047,988.00","1 Grand Ave., San Luis Obispo, California 93407","4-year, Public",21426.0,20503.0,82%,2%
799300,"California State University, Bakersfield","13,588,942.00","6,794,471.00","9001 Stockdale Hwy, Bakersfield, California 93311-1099","4-year, Public",11531.0,9981.0,43%,3%
115700,"California State University, Stanislaus","13,314,715.00","6,657,358.00","One University Circle, Turlock, California 95382-0299","4-year, Public",10974.0,9723.0,59%,3%
4127100,"University Of California, Merced","13,037,897.00","6,518,949.00","5200 North Lake Road, Merced, California 95343-5603","4-year, Public",8847.0,8151.0,69%,23%
128600,Santa Monica College,"12,193,513.00","6,096,757.00","1900 Pico Blvd, Santa Monica, California 90405-1628","4-year, primarily associate's, Public",27497.0,27497.0,29%,18%
116100,Cerritos Community College,"12,186,449.00","6,093,225.00","11110 Alondra Blvd, Norwalk, California 90650-6298","2-year, Public",22287.0,22287.0,27%,13%
111800,Bakersfield College,"12,182,994.00","6,091,497.00","1801 Panorama Dr, Bakersfield, California 93305-1299","4-year, primarily associate's, Public",26380.0,26380.0,20%,11%
3698300,West Coast University,"11,797,821.00","5,898,911.00","12215 Victory Boulevard, North Hollywood, California 91606","4-year, Private for-profit",2215.0,2215.0,38%,
119700,El Camino College,"11,659,979.00","5,829,990.00","16007 Crenshaw Blvd, Torrance, California 90506","2-year, Public",24223.0,24223.0,35%,10%
116300,Chaffey Community College,"11,446,484.00","5,723,242.00","5885 Haven Ave, Rancho Cucamonga, California 91737-3002","2-year, Public",22731.0,22731.0,26%,9%
130700,Fresno City College,"11,224,898.00","5,612,449.00","1101 E. University Ave, Fresno, California 93741","2-year, Public",24806.0,24806.0,21%,6%
127000,Riverside City College,"10,831,532.00","5,415,766.00","4800 Magnolia Avenue, Riverside, California 92506","2-year, Public",21118.0,21118.0,28%,12%
2226000,East Los Angeles College,"10,797,043.00","5,398,522.00","1301 Avenida Cesar Chavez, Monterey Park, California 91754-6099","2-year, Public",36885.0,36885.0,38%,5%
123200,American River College,"10,613,663.00","5,306,832.00","4700 College Oak Dr, Sacramento, California 95841-4286","2-year, Public",31265.0,31265.0,25%,12%
114900,Humboldt State University,"10,302,998.00","5,151,499.00","1 Harpst Street, Arcata, California 95521-8299","4-year, Public",7180.0,6580.0,49%,5%
111300,Antelope Valley College,"10,245,691.00","5,122,846.00","3041 West  Ave K, Lancaster, California 93536-5426","4-year, primarily associate's, Public",13909.0,13909.0,27%,7%
124600,Mt. San Jacinto College,"9,713,109.00","4,856,555.00","1499 N. State St., San Jacinto, California 92583-2399","2-year, Public",15597.0,15597.0,26%,15%
120100,Fullerton College,"9,700,734.00","4,850,367.00","321 E Chapman Avenue, Fullerton, California 92832-2095","2-year, Public",22613.0,22613.0,30%,14%
124000,Modesto Junior College,"9,575,504.00","4,787,752.00","435 College Ave, Modesto, California 95350-5800","4-year, primarily associate's, Public",18068.0,18068.0,22%,12%
129400,Southwestern Community College District,"9,253,264.00","4,626,632.00","900 Otay Lakes Rd., Chula Vista, California 91910-7299","2-year, Public",19231.0,19231.0,27%,9%
125000,Orange Coast College,"9,120,468.00","4,560,234.00","2701 Fairview Road, Costa Mesa, California 92626","2-year, Public",20042.0,20042.0,39%,10%
115600,Sonoma State University,"9,093,447.00","4,546,724.00","1801 E Cotati Ave, Rohnert Park, California 94928-3609","4-year, Public",8887.0,8143.0,62%,7%
118600,College Of The Sequoias,"8,630,859.00","4,315,430.00","915 S. Mooney Blvd, Visalia, California 93277-2214","2-year, Public",12815.0,12815.0,29%,5%
3980300,California State University Channel Islands,"8,580,009.00","4,290,005.00","One University Dr, Camarillo, California 93012","4-year, Public",7525.0,7112.0,54%,6%
3260300,"California State University, Monterey Bay","8,459,727.00","4,229,864.00","100 Campus Center, Seaside, California 93955-8001","4-year, Public",7650.0,6789.0,63%,5%
133500,Victor Valley Community College,"8,067,843.00","4,033,922.00","18422 Bear Valley Rd, Victorville, California 92395-5850","2-year, Public",13126.0,13126.0,21%,11%
123300,Sacramento City College,"7,946,038.00","3,973,019.00","3835 Freeport Blvd, Sacramento, California 95822-1386","2-year, Public",20829.0,20829.0,24%,10%
112500,California Baptist University,"7,913,118.00","3,956,559.00","8432 Magnolia Ave, Riverside, California 92504-3297","4-year, Private not-for-profit",11045.0,8190.0,63%,24%
128000,San Joaquin Delta College,"7,835,430.00","3,917,715.00","5151 Pacific Ave, Stockton, California 95207","2-year, Public",18533.0,18533.0,30%,9%
126000,Palomar College,"7,702,862.00","3,851,431.00","1140 W. Mission, San Marcos, California 92069-1487","2-year, Public",23874.0,23874.0,30%,11%
122600,Los Angeles Pierce College,"7,694,796.00","3,847,398.00","6201 Winnetka Ave, Woodland Hills, California 91371-0002","2-year, Public",18765.0,18765.0,32%,9%
129000,Sierra College,"7,595,581.00","3,797,791.00","5100 Sierra College Blvd, Rocklin, California 95677-3397","2-year, Public",18226.0,18226.0,40%,12%
116600,Citrus College,"7,429,415.00","3,714,708.00","1000 W Foothill Blvd, Glendora, California 91741-1899","2-year, Public",13130.0,13130.0,38%,9%
130500,Stanford University,"7,376,668.00","3,688,334.00"," , Stanford, California 94305","4-year, Private not-for-profit",17249.0,6996.0,94%,1%
132500,University Of San Francisco,"7,293,888.00","3,646,944.00","2130 Fulton St, San Francisco, California 94117-1080","4-year, Private not-for-profit",10636.0,6577.0,75%,16%
807300,Butte College,"7,281,962.00","3,640,981.00","3536 Butte Campus Drive, Oroville, California 95965-8399","2-year, Public",10100.0,10100.0,33%,10%
448000,De Anza Community College,"7,235,258.00","3,617,629.00","21250 Stevens Creek Blvd., Cupertino, California 95014","2-year, Public",18669.0,18669.0,65%,5%
119300,Cypress College,"7,147,934.00","3,573,967.00","9200 Valley View, Cypress, California 90630-5897","4-year, primarily associate's, Public",15679.0,15679.0,33%,19%
120800,Grossmont College,"7,141,562.00","3,570,781.00","8800 Grossmont College Dr, El Cajon, California 92020-1799","2-year, Public",16958.0,16958.0,29%,13%
118200,College Of The Desert,"7,061,346.00","3,530,673.00","43-500 Monterey Ave, Palm Desert, California 92260","2-year, Public",11919.0,11919.0,28%,4%
450200,City College Of San Francisco,"7,009,874.00","3,504,937.00","50 Frida Kahlo Drive, San Francisco, California 94112-1898","2-year, Public",24441.0,24441.0,35%,9%
127200,San Bernardino Valley College,"6,732,563.00","3,366,282.00","701 South Mount Vernon Avenue, San Bernardino, California 92410-2798","2-year, Public",14872.0,14872.0,17%,8%
119100,Diablo Valley College,"6,679,277.00","3,339,639.00","321 Golf Club Rd, Pleasant Hill, California 94523","2-year, Public",19871.0,19871.0,48%,10%
123700,Merced Community College,"6,536,491.00","3,268,246.00","3600 M St, Merced, California 95348-2898","2-year, Public",11173.0,11173.0,30%,6%
890300,College Of The Canyons,"6,326,734.00","3,163,367.00","26455 Rockwell Canyon Rd, Santa Clarita, California 91355-1899","2-year, Public",19089.0,19089.0,38%,13%
126900,Rio Hondo Community College,"6,232,775.00","3,116,388.00","3600 Workman Mill Rd, Whittier, California 90601-1616","4-year, primarily associate's, Public",19358.0,19358.0,23%,7%
122800,Los Angeles Valley College,"6,154,624.00","3,077,312.00","5800 Fulton Avenue, Valley Glen, California 91401-4096","2-year, Public",16982.0,16982.0,26%,10%
2241800,American Career College,"5,944,572.00","2,972,286.00","4021 Rosewood Avenue, Los Angeles, California 90004","2-year, Private for-profit",1567.0,1567.0,64%,
128700,Santa Rosa Junior College,"5,942,841.00","2,971,421.00","1501 Mendocino Avenue, Santa Rosa, California 95401-4395","2-year, Public",19101.0,19101.0,37%,9%
127500,San Diego Mesa College,"5,911,519.00","2,955,760.00","7250 Mesa College Dr, San Diego, California 92111-4998","4-year, primarily associate's, Public",20712.0,20712.0,28%,13%
128500,Santa Barbara City College,"5,767,428.00","2,883,714.00","721 Cliff Drive, Santa Barbara, California 93109-2394","2-year, Public",14133.0,14133.0,41%,14%
121600,University Of La Verne,"5,658,977.00","2,829,489.00","1950 Third St, La Verne, California 91750-4401","4-year, Private not-for-profit",7396.0,4528.0,73%,
128400,Santa Ana College,"5,594,396.00","2,797,198.00","1530 W. 17th Street, Santa Ana, California 92706-3398","4-year, primarily associate's, Public",27052.0,27052.0,28%,8%
753600,Cosumnes River College,"5,574,947.00","2,787,474.00","8401 Center Parkway, Sacramento, California 95823-5799","2-year, Public",14398.0,14398.0,27%,7%
111700,Azusa Pacific University,"5,548,456.00","2,774,228.00","901 E Alosta, Azusa, California 91702-7000","4-year, Private not-for-profit",9297.0,5136.0,68%,
123900,Miracosta College,"5,511,006.00","2,755,503.00","One Barnard Drive, Oceanside, California 92056-3899","4-year, primarily associate's, Public",12992.0,12992.0,33%,11%
116400,Chapman University,"5,505,229.00","2,752,615.00","One University Dr., Orange, California 92866","4-year, Private not-for-profit",9850.0,7505.0,81%,
122300,Los Angeles City College,"5,197,272.00","2,598,636.00","855 N Vermont Ave, Los Angeles, California 90029","2-year, Public",14937.0,14937.0,22%,7%
132900,University Of The Pacific,"5,164,869.00","2,582,435.00","3601 Pacific Ave, Stockton, California 95211-0197","4-year, Private not-for-profit",6447.0,3640.0,71%,
711500,Moorpark College,"5,143,560.00","2,571,780.00","7075 Campus Rd, Moorpark, California 93021-1695","2-year, Public",14275.0,14275.0,40%,12%
122700,Los Angeles Trade-Technical College,"5,124,229.00","2,562,115.00","400 W Washington Blvd, Los Angeles, California 90015-4181","2-year, Public",13094.0,13094.0,25%,9%
3113300,Uei College,"5,025,381.00","2,512,691.00","3602 N. Blackstone, Suite 0268, Fresno, California 93726","< 2-year, Private for-profit",927.0,927.0,56%,
121400,Imperial Valley College,"4,995,150.00","2,497,575.00","380 E. Aten Road, Imperial, California 92251-0158","2-year, Public",8511.0,8511.0,35%,7%
3969600,Uei College,"4,785,647.00","2,392,824.00","661 West Redondo Beach Boulevard, Gardena, California 90247","< 2-year, Private for-profit",953.0,953.0,60%,
1164900,Loyola Marymount University,"4,723,135.00","2,361,568.00","One Lmu Drive, Los Angeles, California 90045-2659","4-year, Private not-for-profit",9822.0,6778.0,80%,
127300,San Diego City College,"4,592,301.00","2,296,151.00","1313 Park Boulevard, San Diego, California 92101-4787","2-year, Public",14056.0,14056.0,21%,11%
133400,Ventura College,"4,581,538.00","2,290,769.00","4667 Telegraph Rd, Ventura, California 93003-3872","2-year, Public",12696.0,12696.0,38%,6%
1146000,National University,"4,563,497.00","2,281,749.00","11255 North Torrey Pines Road, La Jolla, California 92037-1011","4-year, Private not-for-profit",16670.0,7356.0,29%,28%
2539500,Irvine Valley College,"4,485,810.00","2,242,905.00","5500 Irvine Center Drive, Irvine, California 92618-0301","2-year, Public",12812.0,12812.0,46%,15%
1039500,University Of San Diego,"4,426,552.00","2,213,276.00","5998 Alcala Park, San Diego, California 92110-2492","4-year, Private not-for-profit",9181.0,5919.0,81%,
120600,Golden West College,"4,318,142.00","2,159,071.00","15744 Goldenwest St., Huntington Beach, California 92647-2710","2-year, Public",12025.0,12025.0,36%,10%
130800,Reedley College,"4,243,892.00","2,121,946.00","995 N Reed Ave, Reedley, California 93654","2-year, Public",11296.0,11296.0,28%,7%
116200,Chabot College,"4,156,840.00","2,078,420.00","25555 Hesperian Blvd, Hayward, California 94545","2-year, Public",13522.0,13522.0,31%,13%
125300,Fresno Pacific University,"4,121,557.00","2,060,779.00","1717 S Chestnut Ave, Fresno, California 93702-4709","4-year, Private not-for-profit",4300.0,2947.0,67%,
112400,Cabrillo College,"4,027,260.00","2,013,630.00","6500 Soquel Dr, Aptos, California 95003","2-year, Public",11033.0,11033.0,27%,11%
1245200,Evergreen Valley College,"3,949,985.00","1,974,993.00","3095 Yerba Buena Rd, San Jose, California 95135-1598","2-year, Public",9774.0,9774.0,28%,8%
112200,Biola University,"3,922,227.00","1,961,114.00","13800 Biola Ave, La Mirada, California 90639-0001","4-year, Private not-for-profit",6103.0,4043.0,74%,
111100,Allan Hancock College,"3,853,901.00","1,926,951.00","800 South College Drive, Santa Maria, California 93454-6399","2-year, Public",11894.0,11894.0,35%,6%
1034000,Los Medanos College,"3,838,971.00","1,919,486.00","2700 East Leland Road, Pittsburg, California 94565","2-year, Public",9435.0,9435.0,33%,9%
753100,Academy Of Art University,"3,791,776.00","1,895,888.00","79 New Montgomery, San Francisco, California 94105","4-year, Private for-profit",9812.0,6694.0,45%,14%
4037300,Los Angeles Film School (The),"3,766,527.00","1,883,264.00","6363 Sunset Blvd, Hollywood, California 90028-7318","4-year, primarily associate's, Private for-profit",5151.0,5151.0,55%,13%
134400,Yuba College,"3,748,918.00","1,874,459.00","2088 N Beale Rd, Marysville, California 95901","2-year, Public",5626.0,5626.0,27%,10%
4173500,Moreno Valley College,"3,681,844.00","1,840,922.00","16130 Lasselle St, Moreno Valley, California 92551","2-year, Public",10635.0,10635.0,20%,7%
128900,Shasta College,"3,673,274.00","1,836,637.00","11555 Old Oregon Trail, Redding, California 96003","4-year, primarily associate's, Public",9307.0,9307.0,25%,12%
1014900,Pepperdine University,"3,620,831.00","1,810,416.00","24255 Pacific Coast Hwy, Malibu, California 90263","4-year, Private not-for-profit",8824.0,3583.0,86%,
120900,Hartnell Community College,"3,615,339.00","1,807,670.00","411 Central Avenue, Salinas, California 93901","2-year, Public",13024.0,13024.0,36%,6%
132600,Santa Clara University,"3,542,678.00","1,771,339.00","500 El Camino Real, Santa Clara, California 95053","4-year, Private not-for-profit",8669.0,5694.0,91%,
119200,Cuesta College,"3,527,579.00","1,763,790.00","Highway 1, San Luis Obispo, California 93403-8106","2-year, Public",11281.0,11281.0,38%,10%
1287200,North-West College,"3,525,534.00","1,762,767.00","170  W Holt Ave, Pomona, California 91768","< 2-year, Private for-profit",187.0,187.0,41%,
4176100,Norco College,"3,523,056.00","1,761,528.00","2001 Third St, Norco, California 92860","2-year, Public",11715.0,11715.0,27%,9%
4169800,Gurnick Academy Of Medical Arts,"3,477,356.00","1,738,678.00","2121 S El Camino Real Bldg C 200, San Mateo, California 94403","4-year, primarily associate's, Private for-profit",2042.0,2042.0,56%,
113300,California Lutheran University,"3,451,376.00","1,725,688.00","60 W Olsen Rd, Thousand Oaks, California 91360-2787","4-year, Private not-for-profit",4303.0,3078.0,68%,9%
132200,University Of Redlands,"3,388,020.00","1,694,010.00","1200 E. Colton Ave, Redlands, California 92373-0999","4-year, Private not-for-profit",4931.0,3206.0,76%,8%
3062700,Platt College,"3,330,094.00","1,665,047.00","1000 South Fremont Avenue, A10, Alhambra, California 91803","4-year, primarily associate's, Private for-profit",727.0,727.0,73%,
126600,Laney College,"3,313,469.00","1,656,735.00","900 Fallon Sreet, Oakland, California 94607","2-year, Public",10424.0,10424.0,24%,8%
1182000,San Diego Miramar College,"3,235,898.00","1,617,949.00","10440 Black Mountain Rd, San Diego, California 92126-2999","2-year, Public",14127.0,14127.0,40%,10%
3067500,Institute Of Technology,"3,164,257.00","1,582,129.00","564  W Herndon, Clovis, California 93612","2-year, Private for-profit",1310.0,1310.0,70%,
3971300,American Career College,"3,157,248.00","1,578,624.00","3130 East Sedona Court, Ontario, California 91764","2-year, Private for-profit",1326.0,1326.0,67%,
4169700,Unitek College,"3,157,044.00","1,578,522.00","4670 Auto Mall Pkwy, Fremont, California 94538","4-year, primarily associate's, Private for-profit",2147.0,2147.0,98%,
129200,Solano Community College,"3,130,214.00","1,565,107.00","4000 Suisun Valley Rd, Fairfield, California 94534-3197","4-year, primarily associate's, Public",9330.0,9330.0,26%,10%
1284200,Oxnard College,"3,127,211.00","1,563,606.00","4000 S Rose Ave, Oxnard, California 93033-6699","2-year, Public",7464.0,7464.0,34%,5%
3871300,Folsom Lake College,"2,957,869.00","1,478,935.00","10 College Parkway, Folsom, California 95630","2-year, Public",8945.0,8945.0,34%,14%
1255000,Los Angeles Mission College,"2,940,483.00","1,470,242.00","13356 Eldridge Avenue, Sylmar, California 91342-3200","2-year, Public",10128.0,10128.0,21%,9%
2111300,Cuyamaca College,"2,918,721.00","1,459,361.00","900 Rancho San Diego Pky, El Cajon, California 92019","2-year, Public",8697.0,8697.0,31%,12%
126200,Point Loma Nazarene University,"2,913,693.00","1,456,847.00","3900 Lomaland Dr, San Diego, California 92106-2899","4-year, Private not-for-profit",4567.0,3203.0,75%,22%
122400,Los Angeles Harbor College,"2,906,139.00","1,453,070.00","1111 Figueroa Place, Wilmington, California 90744-2397","2-year, Public",8694.0,8694.0,26%,11%
126800,Porterville College,"2,896,753.00","1,448,377.00","100 E College Ave, Porterville, California 93257","2-year, Public",4350.0,4350.0,35%,3%
3695700,Santiago Canyon College,"2,893,906.00","1,446,953.00","8045 E Chapman, Orange, California 92869-4512","2-year, Public",11911.0,11911.0,38%,13%
3035700,Las Positas College,"2,875,491.00","1,437,746.00","3000 Campus Hill Drive, Livermore, California 94551-7650","2-year, Public",8706.0,8706.0,44%,14%
4253400,Clovis Community College,"2,870,984.00","1,435,492.00","10309 North Willow Avenue, Fresno, California 93730","2-year, Public",8454.0,8454.0,38%,6%
2128300,Institute For Business & Technology,"2,735,892.00","1,367,946.00","2400 Walsh Avenue, Santa Clara, California 95051-1303","2-year, Private for-profit",542.0,542.0,80%,
448100,Ohlone College,"2,555,988.00","1,277,994.00","43600 Mission Blvd, Fremont, California 94539-0390","2-year, Public",8900.0,8900.0,47%,11%
4281700,Compton College,"2,538,405.00","1,269,203.00","1111 East Artesia Blvd., Compton, California 90221-5393","2-year, Public",5760.0,5760.0,17%,12%
130200,Saint Mary'S College Of California,"2,525,736.00","1,262,868.00","1928 Saint Marys Road, Moraga, California 94575","4-year, Private not-for-profit",3692.0,2646.0,78%,
118500,College Of The Redwoods,"2,504,489.00","1,252,245.00","7351 Tompkins Hill Rd, Eureka, California 95501-9300","2-year, Public",4665.0,4665.0,25%,14%
771300,Skyline College,"2,491,579.00","1,245,790.00","3300 College Dr, San Bruno, California 94066-1698","4-year, primarily associate's, Public",8803.0,8803.0,36%,8%
119000,Contra Costa College,"2,477,887.00","1,238,944.00","2600 Mission Bell Dr, San Pablo, California 94806-3195","2-year, Public",7127.0,7127.0,29%,9%
124200,Monterey Peninsula College,"2,415,633.00","1,207,817.00","980 Fremont St, Monterey, California 93940-4799","2-year, Public",7920.0,7920.0,31%,14%
119900,Foothill College,"2,401,437.00","1,200,719.00","12345 El Monte Rd, Los Altos Hills, California 94022","4-year, primarily associate's, Public",15123.0,15123.0,61%,11%
3108100,Summit College,"2,365,247.00","1,182,624.00","804 E Brier Dr, San Bernardino, California 92408","< 2-year, Private for-profit",1085.0,1085.0,73%,
120200,Gavilan College,"2,328,197.00","1,164,099.00","5055 Santa Teresa Blvd, Gilroy, California 95020","2-year, Public",5573.0,5573.0,31%,13%
2531800,Paul Mitchell The School Costa Mesa,"2,289,751.00","1,144,876.00","3309 Hyland Ave., Suite J, Costa Mesa, California 92626","< 2-year, Private for-profit",407.0,407.0,80%,
2110800,California College San Diego,"2,281,144.00","1,140,572.00","6602 Convoy Court Ste 100, San Diego, California 92111","4-year, primarily associate's, Private not-for-profit",536.0,536.0,38%,1%
128200,San Jose City College,"2,274,964.00","1,137,482.00","2100 Moorpark Ave, San Jose, California 95128-2798","2-year, Public",8760.0,8760.0,28%,8%
4111300,West Hills College Lemoore,"2,260,143.00","1,130,072.00","555 College Avenue, Lemoore, California 93245","2-year, Public",4359.0,4359.0,38%,3%
704700,Los Angeles Southwest College,"2,222,854.00","1,111,427.00","1600 W. Imperial Hwy., Los Angeles, California 90047-4899","2-year, Public",6409.0,6409.0,15%,16%
859600,West Los Angeles College,"2,215,810.00","1,107,905.00","9000 Overland Avenue, Culver City, California 90230-3519","4-year, primarily associate's, Public",13048.0,13048.0,17%,13%
111600,Art Center College Of Design,"2,168,231.00","1,084,116.00","1700 Lida St, Pasadena, California 91103","4-year, Private not-for-profit",2335.0,2062.0,69%,
2559400,Intercoast Colleges,"2,149,757.00","1,074,879.00","1720 E. Garry Ave, Suite 103, Santa Ana, California 92705","2-year, Private for-profit",226.0,226.0,60%,
121500,La Sierra University,"2,144,179.00","1,072,090.00","4500 Riverwalk Parkway, Riverside, California 92505-8247","4-year, Private not-for-profit",2159.0,1746.0,47%,
124700,Napa Valley College,"2,125,082.00","1,062,541.00","2277 Napa-Vallejo Hwy, Napa, California 94558-6236","2-year, Public",5292.0,5292.0,32%,10%
118100,College Of San Mateo,"2,042,860.00","1,021,430.00","1700 W Hillsdale Blvd, San Mateo, California 94402-3784","2-year, Public",8163.0,8163.0,42%,9%
2338500,Glendale Career College,"2,025,197.00","1,012,599.00","240 North Brand Boulevard Lower Level, Glendale, California 91203","4-year, primarily associate's, Private for-profit",611.0,611.0,68%,
133800,West Valley College,"2,016,079.00","1,008,040.00","14000 Fruitvale Ave, Saratoga, California 95070-5698","2-year, Public",7619.0,7619.0,35%,13%
2119100,Mission College,"1,961,952.00","980,976.00","3000 Mission College Blvd, Santa Clara, California 95054-1897","2-year, Public",6995.0,6995.0,31%,11%
927200,Crafton Hills College,"1,933,930.00","966,965.00","11711 Sand Canyon Road, Yucaipa, California 92339-1799","2-year, Public",6749.0,6749.0,29%,7%
1111200,Fashion Institute Of Design & Merchandising,"1,931,729.00","965,865.00","919 S Grand Ave, Los Angeles, California 90015-1421","4-year, primarily associate's, Private for-profit",2227.0,2195.0,71%,
129300,Vanguard University Of Southern California,"1,879,831.00","939,916.00","55 Fair Dr, Costa Mesa, California 92626","4-year, Private not-for-profit",2175.0,1920.0,59%,
134200,Whittier College,"1,879,550.00","939,775.00","13406 E Philadelphia Street, Whittier, California 90601","4-year, Private not-for-profit",1841.0,1776.0,72%,
2242700,Berkeley City College,"1,844,524.00","922,262.00","2050 Center Sreet, Berkeley, California 94704","2-year, Public",5644.0,5644.0,38%,18%
3639300,West Coast Ultrasound Institute,"1,805,882.00","902,941.00","3580 Wilshire Blvd., 4th Floor, Los Angeles, California 90010","4-year, primarily associate's, Private for-profit",814.0,814.0,76%,
121800,Loma Linda University,"1,777,517.00","888,759.00","11139 Anderson Street, Loma Linda, California 92350","4-year, Private not-for-profit",4462.0,1192.0,,
4118800,New York Film Academy,"1,739,271.00","869,636.00","3300 West Riverside Drive, Burbank, California 91505","4-year, primarily associate's, Private for-profit",1892.0,1312.0,69%,
2070500,Concordia University,"1,723,598.00","861,799.00","1530 Concordia West, Irvine, California 92612-3203","4-year, Private not-for-profit",3911.0,1738.0,63%,
4143800,Woodland Community College,"1,623,074.00","811,537.00","2300 E Gibson Rd, Woodland, California 95776","2-year, Public",3774.0,3774.0,24%,9%
3427500,University Of Antelope Valley,"1,613,796.00","806,898.00","44055 Sierra Highway, Lancaster, California 93534","4-year, primarily associate's, Private for-profit",814.0,762.0,67%,
2542300,National Holistic Institute,"1,602,448.00","801,224.00","5900 Doyle Street, Emeryville, California 94608-2008","< 2-year, Private for-profit",1237.0,1237.0,69%,
111900,Barstow Community College,"1,556,808.00","778,404.00","2700 Barstow Road, Barstow, California 92311","2-year, Public",3078.0,3078.0,27%,13%
3113600,Southern California Institute Of Technology,"1,535,401.00","767,701.00","525 N. Muller Street, Anaheim, California 92801-3758","4-year, primarily associate's, Private for-profit",607.0,607.0,78%,1%
126700,Merritt College,"1,497,283.00","748,642.00","12500 Campus Dr, Oakland, California 94619-3196","2-year, Public",6857.0,6857.0,22%,13%
128100,William Jessup University,"1,486,736.00","743,368.00","2121 University Avenue, Rocklin, California 95765-3707","4-year, Private not-for-profit",1743.0,1261.0,64%,
